time,TimerNodeTime,AltitudeSendTime,AltitudeRosSendTime,CurrentAltitude,CurrentAltitudeCentimeters,AltitudeReached,ServoCommanderSendTime,ServoCommanderRosSendTime,Joint1CommandPos,Joint1ActualPos,Joint2CommandPos,Joint2ActualPos,ServoJerkSendTime,ServoJerkRosSendTime,NumStrokes,JerkMessage,JerkRate,
0.74,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.75,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.76,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.77,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.78,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.79,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.80,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.81,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.82,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.83,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.84,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.85,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.86,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.87,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.88,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.89,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.91,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.92,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.93,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.94,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.95,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.96,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.97,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.98,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.99,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.00,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.01,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.02,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.03,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.04,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.05,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.06,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.07,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.08,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.09,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.10,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.11,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.12,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.13,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.14,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.15,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.16,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.17,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.18,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.19,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.20,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.21,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.22,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.23,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.24,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.25,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.26,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.27,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.28,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.30,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.31,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.32,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.33,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.34,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.35,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.36,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.37,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.38,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.39,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.40,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.41,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.42,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.43,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.44,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.45,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.46,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.47,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.48,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.49,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.50,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.51,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.52,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.53,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.54,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.55,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.56,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.57,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.58,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.59,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.60,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.61,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.62,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.63,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.64,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.65,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.66,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.67,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.68,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.69,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.70,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.71,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.72,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.73,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.74,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.75,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.76,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.77,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.78,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.79,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.80,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.81,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.82,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.83,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.84,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.85,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.86,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.87,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.88,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.89,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.90,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.91,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.92,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.93,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.94,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.95,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.96,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.97,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.98,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.99,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.00,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.01,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.02,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.03,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.04,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.05,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.06,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.07,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.08,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.09,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.10,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.11,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.12,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.13,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.14,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.15,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.16,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.17,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.18,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.19,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.20,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.21,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.22,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.23,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.24,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.25,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.26,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.27,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.28,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.29,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.30,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.31,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.32,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.33,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.34,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.35,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.36,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.37,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.38,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.39,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.40,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.41,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.42,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.43,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.44,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.45,1,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.46,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.47,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.48,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.49,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.50,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.51,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.52,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.53,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.54,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.55,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.56,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.57,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.58,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.59,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.60,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.61,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.62,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.63,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.64,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.65,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.66,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.67,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.68,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.69,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.70,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.71,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.72,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.73,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.74,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.75,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.76,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.77,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.78,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.79,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.80,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.81,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.82,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.83,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.84,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.85,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.86,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.87,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.88,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.89,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.90,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.91,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.92,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.93,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.94,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.95,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.96,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.97,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.98,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.99,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.00,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.01,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.02,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.03,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.04,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.05,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.06,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.07,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.08,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.09,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.10,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.11,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.12,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.13,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.14,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.15,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.16,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.17,2,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
