time,TimerNodeTime,AltitudeSendTime,AltitudeRosSendTime,CurrentAltitude,CurrentAltitudeCentimeters,AltitudeReached,ServoCommanderSendTime,ServoCommanderRosSendTime,Joint1CommandPos,Joint1ActualPos,Joint2CommandPos,Joint2ActualPos,ServoJerkSendTime,ServoJerkRosSendTime,NumStrokes,JerkMessage,JerkRate,
3.10,2,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:38,0,4,Still jerking it (and by it I mean servos): [ID-1],2,
3.20,2,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:38,0,4,Still jerking it (and by it I mean servos): [ID-1],2,
3.30,2,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:38,0,4,Still jerking it (and by it I mean servos): [ID-1],2,
3.40,2,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:38,0,4,Still jerking it (and by it I mean servos): [ID-1],2,
3.50,2,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:38,0,4,Still jerking it (and by it I mean servos): [ID-1],2,
3.60,2,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:38,0,4,Still jerking it (and by it I mean servos): [ID-1],2,
3.70,2,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:38,0,4,Still jerking it (and by it I mean servos): [ID-1],2,
3.80,2,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:38,0,4,Still jerking it (and by it I mean servos): [ID-1],2,
3.90,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:38,0,4,Still jerking it (and by it I mean servos): [ID-1],2,
4.00,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
4.10,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
4.20,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
4.30,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
4.40,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
4.50,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
4.60,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
4.70,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
4.80,3,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
4.90,4,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.00,4,starting,0,0,0,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.10,4,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.20,4,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.30,4,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.40,4,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.50,4,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.60,4,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.70,4,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.80,4,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
5.90,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:40,0,8,Still jerking it (and by it I mean servos): [ID-1],2,
6.00,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
6.10,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
6.20,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
6.30,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
6.40,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
6.50,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
6.60,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
6.70,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
6.80,5,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
6.90,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.00,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.10,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.20,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.30,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.40,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.50,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.60,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.70,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.80,6,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
7.90,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:42,0,12,Still jerking it (and by it I mean servos): [ID-1],2,
8.00,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
8.10,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
8.20,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
8.30,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
8.40,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
8.50,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
8.60,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
8.70,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
8.80,7,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
8.90,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.00,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.10,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.20,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.30,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.40,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.50,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.60,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.70,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.80,8,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
9.90,9,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:44,0,16,Still jerking it (and by it I mean servos): [ID-1],2,
10.00,9,16-23:39:41,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
10.10,9,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
10.20,9,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
10.30,9,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
10.40,9,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
10.50,9,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
10.60,9,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
10.70,9,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
10.80,9,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
10.90,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.00,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.10,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.20,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.30,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.40,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.50,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.60,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.70,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.80,10,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
11.90,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:46,0,20,Still jerking it (and by it I mean servos): [ID-1],2,
12.00,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
12.10,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
12.20,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
12.30,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
12.40,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
12.50,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
12.60,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
12.70,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
12.80,11,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
12.90,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.00,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.10,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.20,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.30,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.40,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.50,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.60,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.70,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.80,12,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
13.90,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:48,0,24,Still jerking it (and by it I mean servos): [ID-1],2,
14.00,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
14.10,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
14.20,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
14.30,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
14.40,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
14.50,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
14.60,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
14.70,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
14.80,13,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
14.90,14,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.00,14,16-23:39:46,1.7318e+09,2399.54,73138,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.10,14,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.20,14,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.30,14,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.40,14,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.50,14,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.60,14,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.70,14,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.80,14,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
15.90,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:50,0,28,Still jerking it (and by it I mean servos): [ID-1],2,
16.00,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
16.10,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
16.20,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
16.30,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
16.40,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
16.50,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
16.60,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
16.70,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
16.80,15,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
16.90,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.00,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.10,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.20,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.30,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.40,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.50,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.60,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.70,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.80,16,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
17.90,17,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:52,0,32,Still jerking it (and by it I mean servos): [ID-1],2,
18.00,17,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:54,0,36,Still jerking it (and by it I mean servos): [ID-1],2,
18.10,17,16-23:39:51,1.7318e+09,2399.25,73129,0,starting,0,0,0,0,0,16-23:39:54,0,36,Still jerking it (and by it I mean servos): [ID-1],2,
